taxon id,taxon name,LJ_2017_033.gz,LJ_2017_035.gz,LJ_2017_036.gz,LJ_2017_039.gz,LJ_2017_040.gz,PS1_P1.gz,PS1_P2.gz,Rhizo_P1.gz,Rhizo_P2.gz
1265311,Mycobacterium arosiense ATCC BAA-1401 = DSM 45069,549,528,261,731,613,517,334,734,522
765420,Oscillochloris trichoides DG-6,675,517,204,703,779,455,423,656,374
871575,Ogataea parapolymorpha DL-1,1034,677,367,683,594,310,220,598,288
1203606,Butyricicoccus pullicaecorum 1.2,721,485,158,559,445,628,581,630,560
768706,Desulfosporosinus orientis DSM 765,568,510,283,1051,1056,368,220,427,279
515622,Butyrivibrio proteoclasticus B316,689,472,215,1450,1322,150,106,185,172
1171375,Paraburkholderia hospita BS001,360,368,124,380,475,852,814,844,542
329726,Acaryochloris marina MBIC11017,653,588,212,656,757,431,249,845,355
177439,Desulfotalea psychrophila LSv54,404,438,166,427,543,444,700,827,792
1618023,Aliterella atlantica CENA595,779,784,263,759,885,159,167,319,622
316276,Thermochromatium tepidum ATCC 43061,443,366,182,477,378,386,569,1018,903
694068,Fomitiporia mediterranea MF3/22,87,50,43,60,367,1381,462,1137,1133
574556,Anaplasma centrale str. Israel,116,72,24,91,71,3103,443,575,216
1038922,Pseudomonas fluorescens Q2-87,766,569,236,923,737,700,212,335,233
472759,Nitrosococcus halophilus Nc 4,508,466,213,500,497,709,465,683,670
1158607,Enterococcus pallens ATCC BAA-351,438,361,369,306,505,946,514,589,676
351607,Acidothermus cellulolyticus 11B,580,576,265,698,627,463,374,638,482
1268236,Aeromonas molluscorum 848,475,363,150,476,338,403,644,505,1348
331117,Aspergillus fischeri NRRL 181,806,511,208,640,843,461,279,563,391
1296105,Cryptococcus gattii VGIV IND107,219,191,72,204,193,574,535,726,1982
398512,Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933,581,639,348,561,686,377,348,731,418
544711,Histoplasma capsulatum H88,493,489,290,453,467,720,239,1043,484
697281,Mahella australiensis 50-1 BON,617,735,320,652,576,922,238,412,204
679936,Sulfobacillus acidophilus DSM 10332,434,479,217,558,469,683,738,567,519
2219813,Synechococcus elongatus PCC 11801,250,141,104,165,142,2730,314,147,671
1167006,Desulfocapsa sulfexigens DSM 10523,749,709,255,629,680,366,391,589,292
1341157,Ruminococcus flavefaciens 007c,1132,332,327,399,499,759,253,683,273
670386,Heterostelium album PN500,718,760,386,675,614,323,418,386,372
1348657,Thauera terpenica 58Eu,405,404,169,474,450,578,356,793,1022
555779,Desulfonatronospira thiodismutans ASO3-1,458,382,195,510,529,802,622,616,533
1120996,Anaerosporobacter mobilis DSM 15930,490,330,143,378,506,221,409,501,1663
411490,Anaerostipes caccae DSM 14662,1254,907,134,736,352,200,426,326,302
1330534,Ruminiclostridium papyrosolvens C7,455,399,146,746,610,1031,344,265,640
187272,Alkalilimnicola ehrlichii MLHE-1,642,540,223,628,559,558,414,650,407
1261064,Gardnerella vaginalis JCP8066,393,381,364,1025,670,656,384,342,393
561230,Pectobacterium carotovorum subsp. carotovorum PC1,517,657,161,480,623,193,306,397,1264
572477,Allochromatium vinosum DSM 180,660,746,301,775,775,307,288,448,297
1188229,Gloeomargarita lithophora Alchichica-D10,726,540,127,634,386,384,643,504,652
497965,Gloeothece verrucosa PCC 7822,928,583,203,715,852,327,244,502,237
1127673,Aliiglaciecola lipolytica E3,613,477,206,575,477,704,447,702,386
856730,Salinisphaera orenii MK-B5,153,132,90,203,166,1056,737,897,1145
1479485,Tolypothrix bouteillei VB521301,563,581,291,871,739,251,364,519,393
483514,Schizosaccharomyces octosporus yFS286,555,640,185,502,493,503,446,822,422
1457173,Comamonas aquatica DA1877,1006,736,218,636,560,329,224,555,302
1091495,Taylorella asinigenitalis 14/45,1424,838,164,598,425,143,384,283,306
660025,Fusarium oxysporum Fo5176,263,234,100,265,267,1308,448,1053,624
1408254,Brevibacillus panacihumi W25,469,709,407,579,440,315,213,1056,372
857967,Ichthyophthirius multifiliis strain G5,1052,329,166,421,445,527,445,619,543
1121029,Azoarcus communis SWub3 = DSM 12120,626,576,223,672,665,455,318,626,386
1123402,Thorsellia anophelis DSM 18579,764,440,200,813,667,321,449,544,327
1328759,Lentinus tigrinus ALCF2SS1-6,592,484,211,518,698,372,447,655,530
1260356,Enterococcus faecalis 13-SD-W-01,1183,777,299,804,755,161,178,228,122
1442368,Fonsecaea pedrosoi CBS 271.37,355,331,121,348,363,868,212,924,977
700508,Mycolicibacterium neoaurum VKM Ac-1815D,393,347,121,451,388,905,386,783,709
1440774,Mycolicibacterium aromaticivorans JS19b1 = JCM 16368,568,553,210,804,754,678,176,492,248
754502,Paraburkholderia sprentiae WSM5005,591,532,176,666,560,545,306,714,390
343509,Sodalis glossinidius str. 'morsitans',478,596,382,713,729,338,285,559,398
765910,Marichromatium purpuratum 984,681,486,217,911,797,397,214,486,282
595537,Variovorax paradoxus EPS,446,375,192,549,449,405,655,869,530
338963,Pelobacter carbinolicus DSM 2380,712,539,259,584,526,461,303,759,315
1266667,Lachancea meyersii CBS 8951,509,487,202,671,810,439,308,515,514
338966,Pelobacter propionicus DSM 2379,781,499,264,614,629,347,264,514,535
762966,Parasutterella excrementihominis YIT 11859,1210,722,139,641,429,278,324,482,219
294747,Candida tropicalis MYA-3404,603,530,258,598,776,355,360,547,405
1255578,Micrococcus luteus Mu201,679,526,224,628,749,135,583,361,547
637910,Citrobacter rodentium ICC168,218,261,114,291,223,1009,557,914,832
882086,Saccharomonospora xinjiangensis XJ-54,543,466,209,648,760,392,207,931,259
1032868,Pasteurella multocida subsp. multocida str. Anand1_buffalo,24,23,23,48,29,1153,161,1643,1310
1280952,Hyphomonas jannaschiana VP2,565,511,247,567,598,1262,191,310,163
403677,Phytophthora infestans T30-4,528,743,236,501,474,327,820,360,424
1291518,Metarhizium anisopliae BRIP 53293,1045,741,227,604,1096,147,134,232,179
1336235,Rhizobium selenitireducens ATCC BAA-1503,541,553,243,778,662,340,255,547,471
1028800,Neorhizobium galegae bv. orientalis str. HAMBI 540,378,340,154,480,415,767,415,651,789
1217721,Dyella japonica A8,408,298,131,446,375,877,398,723,733
888050,Schaalia cardiffensis F0333,507,497,170,493,655,533,255,815,463
760192,Haliscomenobacter hydrossis DSM 1100,512,421,220,524,729,418,323,872,359
644107,Ruegeria lacuscaerulensis ITI-1157,843,652,326,723,930,223,135,318,219
1318628,Marinobacter lipolyticus SM19,403,539,151,603,681,479,370,364,772
1212491,Legionella fallonii LLAP-10,640,582,200,619,598,357,323,590,448
383372,Roseiflexus castenholzii DSM 13941,790,466,282,975,670,243,226,520,182
1121339,Clostridium thermobutyricum DSM 4928,682,1051,366,492,602,254,233,429,240
1028801,Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141,445,403,207,457,494,392,613,954,382
483219,Myxococcus fulvus HW-1,366,421,117,956,557,713,161,831,224
1163408,Rhodanobacter fulvus Jip2,469,436,225,528,440,644,525,729,339
1328314,Azotobacter chroococcum NCIMB 8003,411,426,151,501,528,862,235,1053,167
411903,Collinsella aerofaciens ATCC 25986,1111,729,116,735,423,167,394,305,350
694435,Deinococcus yavapaiensis KR-236,417,308,188,396,457,404,554,914,692
935198,Clostridium botulinum B str. Eklund 17B (NRP),766,646,225,525,1026,227,221,591,103
1076872,Torulaspora delbrueckii CBS 1146,607,431,207,587,584,375,441,593,499
1247726,Advenella mimigardefordensis DPN7,398,340,163,422,419,416,790,849,527
454133,Limnothrix rosea IAM M-220,511,1021,440,624,532,733,106,200,156
1110502,Tistrella mobilis KA081020-065,674,493,382,684,689,302,212,672,208
339671,Actinobacillus succinogenes 130Z,258,299,134,360,331,419,1033,613,866
1141660,Providencia sneebia DSM 19967,534,403,193,330,892,351,154,306,1135
754762,Rhizobium leguminosarum bv. trifolii WSM2297,468,395,212,551,521,584,278,671,615
643648,Syntrophothermus lipocalidus DSM 12680,293,263,124,298,333,2231,111,350,281
1365250,Pseudoalteromonas luteoviolacea DSM 6061,738,612,232,777,661,239,203,523,291
1121322,Anaerocolumna jejuensis DSM 15929,696,477,207,588,736,354,292,671,253
246196,Mycolicibacterium smegmatis MC2 155,499,379,145,502,478,692,521,727,330
1035188,Haemophilus pittmaniae HK 85,168,152,60,181,235,1103,87,926,1353
1209778,Salinisphaera japonica YTM-1,505,481,240,613,515,413,437,685,359
394221,Maricaulis maris MCS10,486,409,205,619,539,568,409,624,389
643562,Pseudodesulfovibrio aespoeensis Aspo-2,561,594,183,555,686,362,285,689,330
228405,Hyphomonas neptunium ATCC 15444,1737,738,281,633,572,48,67,121,47
1389489,Leifsonia xyli subsp. cynodontis DSM 46306,593,499,206,652,612,409,291,595,381
159087,Dechloromonas aromatica RCB,617,481,223,577,585,379,281,757,327
1129896,Rhodococcus opacus M213,551,557,266,594,609,431,268,626,324
931890,Eremothecium cymbalariae DBVPG#7215,523,536,219,529,507,384,526,509,488
1391700,Moesziomyces aphidis DSM 70725,303,279,123,257,338,389,377,1523,614
350702,Burkholderia cenocepacia PC184,702,525,205,717,666,583,165,442,197
1069680,Pneumocystis murina B123,467,433,403,405,576,641,239,617,418
644283,Micromonospora aurantiaca ATCC 27029,438,217,260,2209,717,67,70,141,72
1261127,Citrobacter amalonaticus Y19,716,790,746,602,771,112,158,150,137
1286635,Desulfotignum phosphitoxidans DSM 13687,898,473,192,556,498,416,267,562,318
1144275,Corallococcus coralloides DSM 2259,314,299,1217,524,391,410,231,481,311
391735,Verminephrobacter eiseniae EF01-2,374,331,175,503,424,596,413,809,552
1973488,Calothrix parasitica NIES-267,723,516,216,577,656,308,289,564,323
1223802,Sulfuritalea hydrogenivorans sk43H,357,431,144,462,413,604,382,1044,333
634994,Leptotrichia hofstadii F0254,1365,666,117,741,359,119,274,375,147
1448311,Aspergillus vadensis CBS 113365,663,442,240,502,498,485,360,591,381
578457,Serpula lacrymans var. lacrymans S7.9,270,239,164,280,330,938,275,666,991
100226,Streptomyces coelicolor A3(2),480,396,207,619,525,451,381,723,368
1234668,Komagataeibacter xylinus NBRC 13693,859,885,267,735,1195,28,41,74,44
2107698,Stenomitos frigidus ULC18,566,423,291,481,560,338,636,433,399
1200793,Streptococcus salivarius K12,1210,939,169,677,289,171,254,147,262
220664,Pseudomonas protegens Pf-5,120,110,52,149,112,140,103,3218,108
440085,Methylorubrum extorquens CM4,496,509,281,545,472,295,187,450,874
977880,Cupriavidus taiwanensis LMG 19424,596,579,239,474,669,404,278,530,338
1143323,Chlamydia gallinacea 08-1274/3,910,1343,157,544,904,34,17,153,42
564423,Pseudomonas tolaasii NCPPB 2192,663,543,261,656,606,302,293,585,190
391616,Octadecabacter arcticus 238,628,513,224,739,591,355,299,457,291
316274,Herpetosiphon aurantiacus DSM 785,454,425,152,526,537,321,393,905,382
128403,Scytonema hofmannii PCC 7110,534,517,196,610,492,453,456,548,286
1031564,Campylobacter insulaenigrae NCTC 12927,115,80,85,74,101,29,536,51,3020
1417228,Paraburkholderia phytofirmans OLGA172,422,383,158,407,452,432,376,686,756
525280,Erysipelothrix rhusiopathiae ATCC 19414,382,262,60,229,147,1020,262,516,1189
1121400,Desulfobacterium vacuolatum DSM 3385,555,503,172,516,457,506,381,641,334
994573,Youngiibacter fragilis 232.1,622,577,222,717,752,292,362,299,222
1206767,Desulfovibrio magneticus str. Maddingley MBC34,641,579,168,522,797,291,150,693,201
1163748,Marinobacter hydrocarbonoclasticus ATCC 49840,1081,648,159,583,375,116,319,461,299
1027361,Nannochloropsis salina CCMP1776,413,337,152,392,394,604,508,734,506
314225,Erythrobacter litoralis HTCC2594,540,481,321,523,560,433,237,576,366
1365251,Pseudoalteromonas luteoviolacea H33,496,568,218,449,471,358,505,605,362
997355,Cutibacterium avidum ATCC 25577,665,532,224,650,631,404,236,393,290
421052,Acinetobacter rudis CIP 110305,460,369,205,485,532,583,381,638,367
1348623,Bacillus megaterium NBRC 15308 = ATCC 14581,56,47,18,72,54,1545,1621,405,198
1208342,Sphingobium fuliginis ATCC 27551,735,547,460,739,744,169,129,331,152
1331060,Sphingobium lactosutens DS20,513,428,216,607,489,455,318,581,394
1129367,Pseudoalteromonas luteoviolacea S4054,563,430,330,579,429,190,489,408,579
1055687,Trypanosoma vivax Y486,416,411,142,339,346,664,549,727,402
1437875,Corynebacterium frankenforstense DSM 45800,446,405,144,451,390,321,495,1069,264
317655,Sphingopyxis alaskensis RB2256,562,586,225,552,612,286,293,633,234
1218352,Pseudomonas stutzeri KOS6,342,369,165,838,1103,329,243,365,227
392500,Shewanella woodyi ATCC 51908,426,407,203,535,540,531,284,625,429
1356854,Alicyclobacillus acidoterrestris ATCC 49025,683,509,260,551,518,357,288,418,395
56780,Syntrophus aciditrophicus SB,888,638,216,576,567,210,314,341,215
350054,Mycolicibacterium gilvum PYR-GCK,258,220,103,367,509,478,929,769,330
693986,Methylobacterium oryzae CBMB20,601,684,286,548,543,324,236,420,318
1331007,Agarivorans albus MKT 106,478,444,183,538,500,468,332,620,392
1408189,Corynebacterium lactis RW2-5,479,349,154,496,418,457,353,784,464
579138,Zymomonas mobilis subsp. pomaceae ATCC 29192,597,502,334,678,764,212,179,486,187
903523,Cellulosimicrobium cellulans J1,337,309,145,530,352,940,348,428,535
1299270,Wallemia ichthyophaga EXF-994,477,554,233,531,565,376,341,524,312
1295528,Cryptococcus wingfieldii CBS 7118,641,547,297,641,536,304,236,388,317
1094558,Bartonella tamiae Th239,236,267,114,284,301,890,799,546,467
1121393,Desulfatibacillum alkenivorans DSM 16219,721,430,144,427,322,328,385,458,688
762376,Achromobacter xylosoxidans A8,605,578,201,655,689,299,196,390,279
643561,Acidovorax avenae subsp. avenae ATCC 19860,430,443,151,435,525,697,171,804,234
338969,Rhodoferax ferrireducens T118,459,404,208,524,452,442,264,647,488
626522,Alloprevotella tannerae ATCC 51259,247,236,74,101,95,1506,66,1496,65
713604,Amycolatopsis mediterranei S699,170,110,52,107,89,1030,790,900,637
1353537,Thioclava pacifica DSM 10166,436,472,367,424,568,463,229,560,356
698738,Oleispira antarctica RB-8,428,437,172,559,516,394,368,533,460
945681,Acetobacter pomorum DM001,882,870,190,538,630,103,214,170,259
580332,Sideroxydans lithotrophicus ES-1,688,499,253,476,616,234,285,457,347
314292,Photobacterium angustum S14,409,666,206,483,364,295,285,450,694
667128,Pasteurella dagmatis ATCC 43325,219,91,90,165,317,1031,1328,378,231
1255616,Brevibacterium iodinum ATCC 49514,442,296,131,370,492,1013,164,300,627
86416,Clostridium pasteurianum BC1,761,542,182,391,860,243,209,396,235
1121353,Corynebacterium callunae DSM 20147,702,416,177,483,562,330,225,610,311
446462,Actinosynnema mirum DSM 43827,636,471,155,559,490,364,239,424,475
2107694,Aphanothece hegewaldii CCALA 016,352,672,123,312,280,703,236,540,582
1114963,Novosphingobium barchaimii LL02,467,593,257,536,508,317,245,532,343
1403948,Varibaculum cambriense DORA_20,702,359,122,570,415,465,344,407,414
1121421,Desulfotomaculum aeronauticum DSM 10349,522,573,360,421,850,401,152,355,143
649754,Corynebacterium ammoniagenes DSM 20306,594,542,387,677,602,184,184,386,215
1382230,Asaia platycodi SF2.1,409,278,173,410,193,1519,245,296,245
1219080,Vibrio ezurae NBRC 102218,299,284,112,241,354,387,797,450,837
342610,Pseudoalteromonas atlantica T6c,375,312,172,334,339,322,188,1480,237
443906,Clavibacter michiganensis subsp. michiganensis NCPPB 382,383,391,186,503,486,434,423,686,264
1125717,Schaalia georgiae F0490,254,214,1063,283,287,410,254,408,581
1234409,Catellicoccus marimammalium M35/04/3,574,958,315,361,612,212,219,286,215
747725,Mucor lusitanicus CBS 277.49,600,569,244,421,674,264,254,369,351
1161919,Erwinia piriflorinigrans CFBP 5888,451,338,228,340,439,555,479,547,368
105559,Nitrosococcus watsonii C-113,502,502,229,529,497,380,254,472,378
1276136,Metarhizium guizhouense ARSEF 977,620,581,323,538,613,272,191,380,224
226230,Saccharomyces kudriavzevii IFO 1802,804,327,321,667,636,257,315,284,128
1121316,Clostridium grantii DSM 8605,593,393,212,558,713,267,292,343,362
1337886,Sporomusa sphaeroides DSM 2875,1618,367,212,429,406,179,118,252,152
929556,Solitalea canadensis DSM 3403,511,407,244,465,406,612,360,479,245
553204,Corynebacterium amycolatum SK46,490,648,402,1071,559,133,109,153,162
880071,Bernardetia litoralis DSM 6794,735,402,328,565,750,336,164,282,161
452662,Sphingobium japonicum UT26S,216,194,79,232,255,785,665,673,622
96561,Desulfococcus oleovorans Hxd3,536,421,183,517,598,519,201,501,244
419610,Methylorubrum extorquens PA1,424,467,187,445,517,182,229,1052,216
1333534,Paenibacillus durus ATCC 35681,355,869,208,602,372,208,206,301,588
701177,Escherichia coli O55:H7 str. CB9615,1174,400,118,176,1159,145,143,380,9
1069536,Sporolactobacillus inulinus CASD,351,258,75,355,337,97,959,678,591
986075,Caldalkalibacillus thermarum TA2.A1,844,628,208,581,418,218,271,275,252
585529,Corynebacterium genitalium ATCC 33030,563,447,225,509,570,314,309,512,239
379066,Gemmatimonas aurantiaca T-27,541,429,235,729,604,276,188,477,204
1209989,Tepidanaerobacter acetatoxydans Re1,654,507,218,785,754,186,186,188,201
526225,Geodermatophilus obscurus DSM 43160,516,447,226,524,520,370,268,530,278
218491,Pectobacterium atrosepticum SCRI1043,675,508,254,695,572,284,159,314,217
203124,Trichodesmium erythraeum IMS101,304,303,163,376,375,707,303,523,620
655844,Metarhizium robertsii ARSEF 23,359,391,164,388,360,910,313,370,417
293826,Alkaliphilus metalliredigens QYMF,770,393,247,714,809,163,159,264,143
1225176,Cecembia lonarensis LW9,838,991,215,808,409,76,76,192,52
225849,Shewanella piezotolerans WP3,438,334,195,455,396,504,297,584,446
1118156,Stenotrophomonas maltophilia SKK35,393,307,102,449,577,184,527,650,460
203267,Tropheryma whipplei str. Twist,231,227,76,233,196,917,146,1303,316
1437608,Bifidobacterium biavatii DSM 23969,390,409,208,414,416,866,198,575,166
660029,Fusarium oxysporum NRRL 32931,540,437,172,519,658,233,496,332,255
1219078,Vibrio comitans NBRC 102076,229,215,81,195,217,803,681,748,469
1182682,Escherichia coli KTE75,210,317,139,424,324,592,458,780,385
2107692,Chamaesiphon polymorphus CCALA 037,289,285,122,321,281,311,542,423,1052
1053201,Bacillus cereus HuA2-1,34,33,6,33,40,10,40,8,3419
311403,Agrobacterium radiobacter K84,497,426,117,396,478,348,270,471,619
937777,Deinococcus peraridilitoris DSM 19664,309,518,737,475,380,273,123,430,375
1079985,Streptomyces chartreusis NRRL 3882,588,542,164,559,1043,152,132,306,133
696281,Desulfotomaculum ruminis DSM 2154,399,374,108,506,625,425,374,563,245
1255637,Brevibacterium antiquum CNRZ 918,451,660,155,661,493,214,234,477,267
317619,Prochlorothrix hollandica PCC 9006 = CALU 1027,389,532,135,417,442,435,471,311,477
1183438,Gloeobacter kilaueensis JS1,456,410,158,378,346,462,363,652,383
56107,Cylindrospermum stagnale PCC 7417,655,335,130,466,366,245,381,516,503
742159,Achromobacter piechaudii ATCC 43553,323,265,233,367,316,667,277,583,561
1121357,Corynebacterium cystitidis DSM 20524,490,392,202,547,531,399,257,473,300
1212489,Legionella drozanskii LLAP-1,301,226,157,320,296,567,329,545,835
375451,Roseobacter denitrificans OCh 114,518,406,201,474,467,386,288,567,261
445975,Collinsella stercoris DSM 13279,825,521,142,647,538,235,168,181,306
243230,Deinococcus radiodurans R1,443,452,137,542,651,137,505,214,480
883126,Massilia timonae CCUG 45783,438,491,150,452,459,368,233,555,391
564608,Micromonas pusilla CCMP1545,350,371,157,402,420,601,423,506,298
1218173,Bacillus alcalophilus ATCC 27647 = CGMCC 1.3604,505,614,397,433,526,203,179,472,191
1395571,Pseudomonas taeanensis MS-3,395,451,245,534,408,585,219,356,325
1122189,Malonomonas rubra DSM 5091,485,547,244,471,451,420,206,333,354
323848,Nitrosospira multiformis ATCC 25196,799,577,202,565,620,185,120,275,168
1423804,Lactobacillus similis DSM 23365 = JCM 2765,450,325,163,993,1050,123,79,174,144
1431546,Corynebacterium aquilae DSM 44791,394,617,239,507,507,295,238,504,194
336722,Zymoseptoria tritici IPO323,512,400,158,454,513,414,210,603,227
224914,Brucella melitensis bv. 1 str. 16M,397,458,120,287,478,435,334,631,345
269799,Geobacter metallireducens GS-15,439,348,126,446,448,429,313,511,418
1261556,Xanthomonas translucens pv. translucens DSM 18974,564,628,166,656,779,178,80,137,272
582744,Methylovorus glucosetrophus SIP3-4,331,349,114,292,326,622,375,687,363
561896,Postia placenta Mad-698-R,357,396,163,353,424,334,169,1001,259
658445,Photobacterium gaetbulicola Gung47,487,422,167,509,459,365,223,592,231
1160719,Cutibacterium granulosum DSM 20700,364,353,188,455,392,386,324,747,242
292563,Cyanobacterium stanieri PCC 7202,193,147,455,142,251,1461,176,262,361
1348662,Corynebacterium argentoratense DSM 44202,489,360,152,398,416,571,292,535,235
1123498,Vibrio ruber DSM 16370,604,607,210,512,906,111,233,147,115
663331,Trichophyton benhamiae CBS 112371,549,514,226,372,445,242,313,364,420
390236,Borreliella afzelii PKo,178,589,816,951,304,163,99,180,164
1307950,Gluconobacter roseus NBRC 3990,515,420,154,415,438,316,298,388,499
913325,Lysobacter arseniciresistens ZS79,483,473,207,618,478,322,185,420,254
1365257,Pseudoalteromonas luteoviolacea S4060-1,559,360,189,469,421,451,290,374,325
1318461,Fusarium acuminatum CS5907,838,733,428,506,503,82,50,188,109
888066,Enterococcus casseliflavus ATCC 12755,12,18,26,15,13,1002,223,520,1604
1200284,Ruegeria litorea R37,428,344,135,502,409,461,242,502,403
595494,Tolumonas auensis DSM 9187,549,427,190,515,554,259,187,451,291
1125411,Candidatus Thioglobus singularis PS1,130,85,43,94,114,1107,514,953,381
980445,Desulfoglaeba alkanexedens ALDC,317,276,172,408,359,384,340,634,526
1122180,Limimaricola hongkongensis DSM 17492,401,292,143,436,377,425,189,790,360
1279009,Cesiribacter andamanensis AMV16,475,460,567,559,480,281,139,303,147
411459,Blautia obeum ATCC 29174,914,597,122,510,254,266,306,207,231
1385515,Lysobacter defluvii IMMIB APB-9 = DSM 18482,435,343,179,540,405,404,272,521,305
357809,Lachnoclostridium phytofermentans ISDg,596,355,134,312,411,332,643,323,291
1341695,Bifidobacterium bombi DSM 19703,338,299,132,301,270,216,553,1060,228
1245935,Tolypothrix campylonemoides VB511288,314,267,134,294,369,590,227,944,257
754523,Rhizobium leguminosarum bv. trifolii WSM1689,504,422,251,579,477,149,130,754,128
477184,Achromobacter arsenitoxydans SY8,436,415,173,420,419,475,219,488,349
1121950,Hespellia stercorisuis DSM 15480,660,481,337,594,454,163,248,233,220
637389,Acidithiobacillus caldus ATCC 51756,682,676,293,753,683,29,26,61,181
987040,Calothrix elsteri CCALA 953,278,301,136,298,407,1056,247,339,322
621456,Sphingomonas melonis TY,164,172,62,201,147,377,836,885,537
1235795,Paenibacillus barengoltzii G22,290,338,339,548,448,398,299,327,392
1385514,Pontibacillus yanchengensis Y32,220,214,118,193,235,281,1283,445,387
1255617,Brevibacterium linens ATCC 9172,394,333,113,355,476,335,298,693,376
1122214,Martelella mediterranea DSM 17316,360,318,148,414,398,528,234,584,388
395491,Rhizobium leguminosarum bv. trifolii WSM1325,390,393,173,426,538,233,199,636,383
1122185,Lysobacter concretionis Ko07 = DSM 16239,333,318,144,604,478,406,259,498,331
1114943,Streptomyces tsukubensis NRRL18488,332,238,99,429,316,353,215,1000,383
717605,Thermobacillus composti KWC4,572,750,256,641,806,81,72,98,85
641146,Scardovia inopinata F0304,544,583,135,560,616,166,168,405,183
742737,Hungatella hathewayi WAL-18680,400,327,145,419,363,405,262,540,499
740709,Idiomarina xiamenensis 10-D-4,411,353,122,416,423,373,308,644,303
575540,Isosphaera pallida ATCC 43644,488,446,208,487,447,367,184,420,304
278137,Mycolicibacterium gilvum Spyr1,295,298,106,229,322,192,254,353,1299
1261066,Gardnerella vaginalis JCP8108,260,367,215,337,363,617,470,363,353
1637645,Limnoraphis robusta CS-951,713,467,95,310,349,133,569,209,499
649639,Bacillus cellulosilyticus DSM 2522,458,342,186,527,496,309,316,300,410
1441930,Chania multitudinisentens RB-25,416,407,166,451,380,525,218,464,311
883161,Propionimicrobium lymphophilum ACS-093-V-SCH5,356,297,132,346,349,483,408,553,410
1163407,Rhodanobacter spathiphylli B39,433,440,131,475,419,375,281,487,292
1120981,Alysiella filiformis DSM 16848,296,334,117,390,286,679,239,553,439
211165,Chlorogloeopsis fritschii PCC 6912,697,384,178,712,540,173,224,237,176
314230,Blastopirellula marina DSM 3645,407,383,164,401,433,429,252,617,234
641491,Desulfovibrio desulfuricans ND132,421,548,213,493,399,202,129,692,211
1300349,Erythrobacter dokdonensis DSW-74,423,308,133,410,343,433,390,507,360
381754,Pseudomonas aeruginosa PA7,410,363,157,578,443,387,232,435,289
1354264,Kluyvera georgiana ATCC 51603,525,417,149,448,557,292,384,248,272
284811,Eremothecium gossypii ATCC 10895,349,310,149,369,400,305,633,341,435
395494,Gallionella capsiferriformans ES-2,626,575,238,558,521,130,246,282,114
1385512,Pontibacillus litoralis JSM 072002,451,336,102,434,245,646,332,396,337
1441923,Rhodococcus rhodochrous KG-21,541,489,226,728,664,157,120,218,127
290398,Chromohalobacter salexigens DSM 3043,420,377,177,505,485,397,247,449,211
1280953,Hyphomonas oceanitis SCH89,535,405,156,400,480,395,241,380,274
660027,Fusarium oxysporum Fo47,227,205,91,370,330,632,247,517,645
1296344,Merismopedia glauca CCAP 1448/3,435,359,205,443,485,222,368,345,400
262316,Mycobacterium avium subsp. paratuberculosis K-10,380,357,158,407,467,170,308,420,589
1219039,Sphingomonas aquatilis NBRC 16722,499,427,127,406,290,331,285,623,266
1121326,Clostridium magnum DSM 2767,608,383,135,433,433,255,318,391,296
679937,Bacteroides coprosuis DSM 18011,335,223,117,252,316,431,541,679,354
251221,Gloeobacter violaceus PCC 7421,347,284,132,392,397,340,394,488,461
1129794,Paraglaciecola psychrophila 170,284,273,137,375,384,384,344,554,495
690567,Syntrophomonas zehnderi OL-4,567,569,204,465,805,127,130,210,152
766949,Hanseniaspora valbyensis NRRL Y-1626,364,339,223,354,391,442,324,468,321
888061,Desulfomicrobium orale DSM 12838,314,277,141,373,321,447,357,634,358
537013,[Clostridium] methylpentosum DSM 5476,209,213,75,295,192,259,1287,335,347
1185652,Sinorhizobium fredii USDA 257,386,391,164,494,403,353,237,531,246
500485,Penicillium rubens Wisconsin 54-1255,606,483,228,411,524,220,156,357,219
1387197,Candidatus Schmidhempelia bombi str. Bimp,624,385,227,260,836,206,130,226,308
592026,Catonella morbi ATCC 51271,833,372,130,480,468,188,269,242,219
461836,Thecamonas trahens ATCC 50062,305,302,101,351,307,396,616,332,489
1335640,Clostridium saccharoperbutylacetonicum N1-4,306,273,214,345,354,560,298,514,334
246199,Ruminococcus albus 8,224,163,67,171,232,866,122,993,359
556269,Oxalobacter formigenes OXCC13,195,230,93,309,292,666,661,565,186
981350,Komagataella phaffii CBS 7435,541,217,104,233,434,189,269,733,473
411474,Coprococcus eutactus ATCC 27759,349,208,119,329,186,374,291,1198,133
1628751,Nostoc linckia z16,352,292,127,313,336,255,900,449,155
1089453,Gordonia sputi NBRC 100414,192,160,69,191,180,136,118,2021,112
1183424,Agrobacterium tumefaciens str. Kerr 14,486,496,237,454,420,305,218,356,205
926556,Echinicola vietnamensis DSM 17526,254,256,117,258,384,482,334,386,704
765869,Bdellovibrio bacteriovorus W,481,512,199,393,528,285,166,262,342
401053,Terriglobus saanensis SP1PR4,168,121,112,224,174,613,359,621,773
1310625,Acinetobacter baumannii 496487,806,471,64,619,276,127,352,261,184
350701,Burkholderia dolosa AU0158,383,289,137,467,439,406,202,545,287
638300,Cardiobacterium hominis ATCC 15826,538,480,156,544,620,135,200,349,131
